Chip Run Info,D:\Edoardo\1361334029 10 nM vinc treated 48h\ChipRun.bml,1361334029,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/4/2016 5:25:44 PM,00:51:52,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S46-A37,treated_high,Unknown,1,WNK1,Test,15.0256442914769,-1,1,Pass,0.0214762905126088,83.9056448630102,999,1,
S46-A38,treated_high,Unknown,1,IL18,Test,17.7165166346312,-1,1,Pass,0.0214762905126088,81.2470673799873,999,1,
S46-A39,treated_high,Unknown,1,GCLC,Test,15.9980615949052,-1,1,Pass,0.0214762905126088,83.6120953128223,999,1,
S46-A40,treated_high,Unknown,1,MAPK1,Test,15.313860367186,-1,1,Pass,0.0214762905126088,85.6550438876671,999,1,
S46-A41,treated_high,Unknown,1,MYC,Test,17.2140011988857,-1,1,Pass,0.0214762905126088,79.9931557473547,999,1,
S46-A42,treated_high,Unknown,1,OCT4,Test,28.0002614276899,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A43,treated_high,Unknown,1,WNK1,Test,14.9732957636994,-1,1,Pass,0.0214762905126088,83.9032838737599,999,1,
S46-A44,treated_high,Unknown,1,IL18,Test,17.7272924420872,-1,1,Pass,0.0214762905126088,81.2494491813895,999,1,
S46-A45,treated_high,Unknown,1,GCLC,Test,15.9821106169169,-1,1,Pass,0.0214762905126088,83.6395420334139,999,1,
S46-A46,treated_high,Unknown,1,MAPK1,Test,15.4003399608024,-1,1,Pass,0.0214762905126088,85.6074047133628,999,1,
S46-A47,treated_high,Unknown,1,MYC,Test,17.5090537590779,-1,1,Pass,0.0214762905126088,79.9221895805134,999,1,
S46-A48,treated_high,Unknown,1,OCT4,Test,27.7205128726375,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A54,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A53,treated_high,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A52,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A51,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A50,treated_high,Unknown,1,BRD4,Test,16.6383953964921,-1,1,Pass,0.0214762905126088,85.262813040409,999,1,
S46-A49,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A60,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A59,treated_high,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A58,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A57,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A56,treated_high,Unknown,1,BRD4,Test,16.5049767374795,-1,1,Pass,0.0214762905126088,85.188015291906,999,1,
S46-A55,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A66,treated_high,Unknown,1,MT2A,Test,18.6008698105639,-1,1,Pass,0.0214762905126088,87.1711315274627,999,1,
S46-A65,treated_high,Unknown,1,NOTCH1,Test,17.9892103876986,-1,1,Pass,0.0214762905126088,90.1502103364709,999,1,
S46-A64,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A63,treated_high,Unknown,1,KRAS,Test,17.2432020501648,-1,1,Pass,0.0214762905126088,74.7977911546123,999,1,
S46-A62,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A61,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.5801165027441,999,1,
S46-A72,treated_high,Unknown,1,MT2A,Test,18.7809482968663,-1,1,Pass,0.0214762905126088,87.5191379802688,999,1,
S46-A71,treated_high,Unknown,1,NOTCH1,Test,18.4436326850556,-1,1,Pass,0.0214762905126088,90.0993505303423,999,1,
S46-A70,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A69,treated_high,Unknown,1,KRAS,Test,17.5128648838845,-1,1,Pass,0.0214762905126088,74.8427574430643,999,1,
S46-A68,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A67,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.7314265218979,999,1,
S46-A78,treated_high,Unknown,1,CTNNB,Test,15.3611803542095,-1,1,Pass,0.0214762905126088,82.9598417607442,999,1,
S46-A77,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A76,treated_high,Unknown,1,PPIA,Test,13.8396935552546,-1,1,Pass,0.0214762905126088,84.2940174880174,999,1,
S46-A75,treated_high,Unknown,1,RELA,Test,16.1399863670902,-1,1,Pass,0.0214762905126088,85.8859882690441,999,1,
S46-A74,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A73,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A84,treated_high,Unknown,1,CTNNB,Test,15.3327442194103,-1,1,Pass,0.0214762905126088,82.9363624132257,999,1,
S46-A83,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A82,treated_high,Unknown,1,PPIA,Test,13.6833392191019,-1,1,Pass,0.0214762905126088,84.3201571592438,999,1,
S46-A81,treated_high,Unknown,1,RELA,Test,15.7852646152024,-1,1,Pass,0.0214762905126088,85.952044503728,999,1,
S46-A80,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A79,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A90,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A89,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A88,treated_high,Unknown,1,B2M,Test,11.3766096766033,-1,1,Pass,0.0214762905126088,85.9355432599575,999,1,
S46-A87,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A86,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A85,treated_high,Unknown,1,SP1,Test,15.4731362907344,-1,1,Pass,0.0214762905126088,87.0020893175082,999,1,
S46-A96,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A95,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A94,treated_high,Unknown,1,B2M,Test,11.4213747522515,-1,1,Pass,0.0214762905126088,86.1149523008067,999,1,
S46-A93,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A92,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S46-A91,treated_high,Unknown,1,SP1,Test,15.7179600957926,-1,1,Pass,0.0214762905126088,87.2571954879894,999,1,
S51-A01,treated_low,Unknown,1,ACTB,Test,14.5044530251623,-1,0.929602573246128,Pass,0.0214762905126088,90.7525614978768,999,1,
S51-A02,treated_low,Unknown,1,SP3,Test,16.1579163434388,-1,1,Pass,0.0214762905126088,81.687324283416,999,1,
S51-A03,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A04,treated_low,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A05,treated_low,Unknown,1,IL8,Test,12.9117774994134,-1,1,Pass,0.0214762905126088,82.9939188501067,999,1,
S51-A06,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A07,treated_low,Unknown,1,ACTB,Test,14.2730612349415,-1,0.912151856864269,Pass,0.0214762905126088,90.2972754204048,999,1,
S51-A08,treated_low,Unknown,1,SP3,Test,15.6923549412739,-1,1,Pass,0.0214762905126088,81.3551548081282,999,1,
S51-A09,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A10,treated_low,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A11,treated_low,Unknown,1,IL8,Test,12.6721874264673,-1,1,Pass,0.0214762905126088,82.8352511758581,999,1,
S51-A12,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A13,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A14,treated_low,Unknown,1,YBX1,Test,13.0194367742272,-1,1,Pass,0.0214762905126088,82.309340425344,999,1,
S51-A15,treated_low,Unknown,1,PRKCB,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A16,treated_low,Unknown,1,DDIT4,Test,16.0222145100076,-1,1,Pass,0.0214762905126088,89.2967510288565,999,1,
S51-A17,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A18,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A19,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A20,treated_low,Unknown,1,YBX1,Test,13.2130029771564,-1,1,Pass,0.0214762905126088,82.2122879843423,999,1,
S51-A21,treated_low,Unknown,1,PRKCB,Test,28.7178308447417,-1,0,Fail,0.0214762905126088,69.254244540146,999,1,
S51-A22,treated_low,Unknown,1,DDIT4,Test,16.2571200525752,-1,1,Pass,0.0214762905126088,89.2671767789027,999,1,
S51-A23,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A24,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A25,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A26,treated_low,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A27,treated_low,Unknown,1,CSK,Test,17.6752008686793,-1,1,Pass,0.0214762905126088,86.1415869538722,999,1,
S51-A28,treated_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A29,treated_low,Unknown,1,GAPDH,Test,11.6624130976044,-1,1,Pass,0.0214762905126088,87.7104635302428,999,1,
S51-A30,treated_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A31,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A32,treated_low,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A33,treated_low,Unknown,1,CSK,Test,18.3123202573875,-1,1,Pass,0.0214762905126088,86.1110992325872,999,1,
S51-A34,treated_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A35,treated_low,Unknown,1,GAPDH,Test,11.5769179344404,-1,1,Pass,0.0214762905126088,87.7011961089329,999,1,
S51-A36,treated_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A37,treated_low,Unknown,1,WNK1,Test,16.3439481147879,-1,1,Pass,0.0214762905126088,83.8708651026197,999,1,
S51-A38,treated_low,Unknown,1,IL18,Test,15.9105230449237,-1,1,Pass,0.0214762905126088,81.2710259760057,999,1,
S51-A39,treated_low,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A40,treated_low,Unknown,1,MAPK1,Test,15.8998410400748,-1,1,Pass,0.0214762905126088,85.647765024098,999,1,
S51-A41,treated_low,Unknown,1,MYC,Test,19.0743643383341,-1,1,Pass,0.0214762905126088,79.8205553213085,999,1,
S51-A42,treated_low,Unknown,1,OCT4,Test,25.777265226294,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A43,treated_low,Unknown,1,WNK1,Test,16.4921290155301,-1,1,Pass,0.0214762905126088,83.8815187060861,999,1,
S51-A44,treated_low,Unknown,1,IL18,Test,15.8538158556167,-1,1,Pass,0.0214762905126088,81.2578384811579,999,1,
S51-A45,treated_low,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A46,treated_low,Unknown,1,MAPK1,Test,15.8258212157553,-1,1,Pass,0.0214762905126088,85.62404938945,999,1,
S51-A47,treated_low,Unknown,1,MYC,Test,18.7945276554052,-1,1,Pass,0.0214762905126088,79.940549800583,999,1,
S51-A48,treated_low,Unknown,1,OCT4,Test,27.5020358532986,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A54,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A53,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A52,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A51,treated_low,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A50,treated_low,Unknown,1,BRD4,Test,17.0995130463916,-1,1,Pass,0.0214762905126088,85.2166546777023,999,1,
S51-A49,treated_low,Unknown,1,DVL2,Test,17.7531945070821,-1,1,Pass,0.0214762905126088,86.9869824087427,999,1,
S51-A60,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A59,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A58,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A57,treated_low,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A56,treated_low,Unknown,1,BRD4,Test,17.3165366431259,-1,1,Pass,0.0214762905126088,85.205096137965,999,1,
S51-A55,treated_low,Unknown,1,DVL2,Test,17.2398217084932,-1,1,Pass,0.0214762905126088,87.0459249051939,999,1,
S51-A66,treated_low,Unknown,1,MT2A,Test,21.5896871919037,-1,1,Pass,0.0214762905126088,88.1313642960709,999,1,
S51-A65,treated_low,Unknown,1,NOTCH1,Test,17.6991259900371,-1,1,Pass,0.0214762905126088,90.0389372991706,999,1,
S51-A64,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A63,treated_low,Unknown,1,KRAS,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A62,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A61,treated_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.577946815219,999,1,
S51-A72,treated_low,Unknown,1,MT2A,Test,20.1884534581031,-1,1,Pass,0.0214762905126088,87.5859943026181,999,1,
S51-A71,treated_low,Unknown,1,NOTCH1,Test,17.6447345555426,-1,1,Pass,0.0214762905126088,90.0384524547725,999,1,
S51-A70,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A69,treated_low,Unknown,1,KRAS,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A68,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A67,treated_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.6022715429703,999,1,
S51-A78,treated_low,Unknown,1,CTNNB,Test,14.5452875723781,-1,1,Pass,0.0214762905126088,83.2132423377172,999,1,
S51-A77,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A76,treated_low,Unknown,1,PPIA,Test,15.28622866466,-1,1,Pass,0.0214762905126088,84.166631219359,999,1,
S51-A75,treated_low,Unknown,1,RELA,Test,15.897881496407,-1,1,Pass,0.0214762905126088,85.839564532494,999,1,
S51-A74,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A73,treated_low,Unknown,1,UGCG,Test,17.0993844758088,-1,1,Pass,0.0214762905126088,82.6928012105266,999,1,
S51-A84,treated_low,Unknown,1,CTNNB,Test,14.932000406678,-1,1,Pass,0.0214762905126088,83.2459843364189,999,1,
S51-A83,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A82,treated_low,Unknown,1,PPIA,Test,15.3071947738691,-1,1,Pass,0.0214762905126088,84.2149910433555,999,1,
S51-A81,treated_low,Unknown,1,RELA,Test,15.971564954087,-1,1,Pass,0.0214762905126088,85.9266835956052,999,1,
S51-A80,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A79,treated_low,Unknown,1,UGCG,Test,17.0437754037772,-1,1,Pass,0.0214762905126088,82.7710912539656,999,1,
S51-A90,treated_low,Unknown,1,LRP6,Test,21.6070634459206,-1,1,Pass,0.0214762905126088,86.7338591034235,999,1,
S51-A89,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A88,treated_low,Unknown,1,B2M,Test,11.8648954667169,-1,1,Pass,0.0214762905126088,85.9220848944544,999,1,
S51-A87,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A86,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A85,treated_low,Unknown,1,SP1,Test,16.2570342226243,-1,1,Pass,0.0214762905126088,86.9997348709399,999,1,
S51-A96,treated_low,Unknown,1,LRP6,Test,22.593739316918,-1,1,Pass,0.0214762905126088,87.18939000336,999,1,
S51-A95,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A94,treated_low,Unknown,1,B2M,Test,11.8690282517056,-1,1,Pass,0.0214762905126088,86.1235092382877,999,1,
S51-A93,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A92,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S51-A91,treated_low,Unknown,1,SP1,Test,16.1333507915589,-1,1,Pass,0.0214762905126088,87.3551735075223,999,1,
S45-A01,treated_high,Unknown,1,ACTB,Test,15.5222130486252,-1,0.929000196674855,Pass,0.0214762905126088,90.7837233135273,999,1,
S45-A02,treated_high,Unknown,1,SP3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A03,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A04,treated_high,Unknown,1,RSU1,Test,17.930300761582,-1,1,Pass,0.0214762905126088,83.1140527772601,999,1,
S45-A05,treated_high,Unknown,1,IL8,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A06,treated_high,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A07,treated_high,Unknown,1,ACTB,Test,15.3135248898804,-1,0.912393379610067,Pass,0.0214762905126088,90.2773255634775,999,1,
S45-A08,treated_high,Unknown,1,SP3,Test,27.433974498819,-1,0.98129389844376,Pass,0.0214762905126088,77.6231708309174,999,1,
S45-A09,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A10,treated_high,Unknown,1,RSU1,Test,18.0712981004191,-1,1,Pass,0.0214762905126088,82.974335953284,999,1,
S45-A11,treated_high,Unknown,1,IL8,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A12,treated_high,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A13,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A14,treated_high,Unknown,1,YBX1,Test,9.51033299870484,-1,1,Pass,0.0214762905126088,82.4325582808177,999,1,
S45-A15,treated_high,Unknown,1,PRKCB,Test,16.9008756953037,-1,1,Pass,0.0214762905126088,87.0524395613111,999,1,
S45-A16,treated_high,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A17,treated_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A18,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A19,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A20,treated_high,Unknown,1,YBX1,Test,9.53321727672888,-1,1,Pass,0.0214762905126088,82.3644040919359,999,1,
S45-A21,treated_high,Unknown,1,PRKCB,Test,16.42914239246,-1,1,Pass,0.0214762905126088,87.0002252053359,999,1,
S45-A22,treated_high,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A23,treated_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A24,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A25,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A26,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A27,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A28,treated_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A29,treated_high,Unknown,1,GAPDH,Test,14.7374130839363,-1,1,Pass,0.0214762905126088,87.8212031059662,999,1,
S45-A30,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A31,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A32,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A33,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A34,treated_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A35,treated_high,Unknown,1,GAPDH,Test,14.5888059303367,-1,1,Pass,0.0214762905126088,87.8105313821561,999,1,
S45-A36,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A37,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A38,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A39,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A40,treated_high,Unknown,1,MAPK1,Test,25.698190545114,-1,1,Pass,0.0214762905126088,86.6257505101725,999,1,
S45-A41,treated_high,Unknown,1,MYC,Test,18.0452319572736,-1,1,Pass,0.0214762905126088,79.9229929376573,999,1,
S45-A42,treated_high,Unknown,1,OCT4,Test,26.4539302847933,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A43,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A44,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A45,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A46,treated_high,Unknown,1,MAPK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A47,treated_high,Unknown,1,MYC,Test,17.9989553879396,-1,1,Pass,0.0214762905126088,79.9311421018445,999,1,
S45-A48,treated_high,Unknown,1,OCT4,Test,26.1000915251053,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A54,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A53,treated_high,Unknown,1,MPO,Test,15.3628614232459,-1,1,Pass,0.0214762905126088,88.6383449401463,999,1,
S45-A52,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A51,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A50,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A49,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A60,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A59,treated_high,Unknown,1,MPO,Test,15.5566024341443,-1,1,Pass,0.0214762905126088,88.4135569359559,999,1,
S45-A58,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A57,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A56,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A55,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A66,treated_high,Unknown,1,MT2A,Test,14.7575128139732,-1,1,Pass,0.0214762905126088,89.9661030668807,999,1,
S45-A65,treated_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A64,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A63,treated_high,Unknown,1,KRAS,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A62,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A61,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.6573674803898,999,1,
S45-A72,treated_high,Unknown,1,MT2A,Test,14.8590313224852,-1,1,Pass,0.0214762905126088,89.9770575283549,999,1,
S45-A71,treated_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A70,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A69,treated_high,Unknown,1,KRAS,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A68,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A67,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.7666891665729,999,1,
S45-A78,treated_high,Unknown,1,CTNNB,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A77,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S45-A76,treated_high,Unknown,1,PPIA,Test,12.1583337812517,-1,1,Pass,0.0214762905126088,84.5860563163563,999,1,
S45-A75,treated_high,Unknown,1,RELA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
